id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Group,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
5470350,Manhattan,40.815740000000005,-73.94877,Private room,80,2,5,0.1,1,0,1,0,0,1,0,0,0,1,0
5476046,Brooklyn,40.67615,-73.92945,Entire home/apt,500,1,68,1.41,2,313,2,0,1,0,0,0,1,0,0
5476474,Manhattan,40.76571,-73.99481999999999,Entire home/apt,120,1,12,0.24,1,163,5,0,0,1,0,0,1,0,0
5477876,Brooklyn,40.73406,-73.95551,Entire home/apt,135,3,17,0.32,1,8,5,0,1,0,0,0,1,0,0
5478741,Manhattan,40.74447,-73.98362,Entire home/apt,524,3,57,1.14,1,115,5,0,0,1,0,0,1,0,0
5481762,Brooklyn,40.68685,-73.95526,Entire home/apt,159,4,142,2.74,2,24,5,0,1,0,0,0,1,0,0
5482918,Queens,40.6631,-73.76749000000001,Private room,73,1,148,3.82,2,347,2,0,0,0,1,0,0,1,0
5487204,Brooklyn,40.67044,-73.94292,Shared room,70,2,2,0.04,1,0,1,0,1,0,0,0,0,0,1
5490366,Brooklyn,40.69024,-73.9059,Private room,168,7,1,0.02,1,179,1,0,1,0,0,0,0,1,0
5491149,Manhattan,40.76272,-73.96775,Entire home/apt,169,3,76,1.48,1,126,5,0,0,1,0,0,1,0,0
5492696,Queens,40.747609999999995,-73.89466,Entire home/apt,85,4,6,0.11,1,0,5,0,0,0,1,0,1,0,0
5494750,Brooklyn,40.66087,-73.93516,Private room,38,30,1,0.29,43,331,2,0,1,0,0,0,0,1,0
5495026,Brooklyn,40.658809999999995,-73.93375999999999,Private room,48,30,2,0.04,43,306,2,0,1,0,0,0,0,1,0
5495927,Bronx,40.83887,-73.88805,Private room,42,2,25,0.47,3,0,1,1,0,0,0,0,0,1,0
5497874,Manhattan,40.77045,-73.95564,Private room,80,30,57,1.1,3,245,2,0,0,1,0,0,0,1,0
5500197,Brooklyn,40.714040000000004,-73.93982,Entire home/apt,145,3,8,0.16,1,0,5,0,1,0,0,0,1,0,0
5500740,Manhattan,40.83551,-73.94232,Private room,72,2,18,0.35,3,145,1,0,0,1,0,0,0,1,0
5502282,Brooklyn,40.71074,-73.95429,Private room,95,2,186,3.75,2,62,3,0,1,0,0,0,0,1,0
5504568,Brooklyn,40.68609,-73.95291,Private room,45,4,49,0.93,3,40,1,0,1,0,0,0,0,1,0
5505726,Manhattan,40.7624,-73.99136,Entire home/apt,250,2,64,1.96,1,27,5,0,0,1,0,0,1,0,0
5505918,Manhattan,40.73305,-73.98255,Private room,73,5,4,0.08,1,0,1,0,0,1,0,0,0,1,0
5506438,Manhattan,40.74467,-73.97202,Private room,100,1,1,0.02,1,0,1,0,0,1,0,0,0,1,0
5507371,Brooklyn,40.69129,-73.93338,Private room,50,1,1,0.03,1,0,1,0,1,0,0,0,0,1,0
5507784,Brooklyn,40.70565,-73.93518,Entire home/apt,165,1,75,1.45,1,365,2,0,1,0,0,0,1,0,0
5509771,Brooklyn,40.669990000000006,-73.98079,Entire home/apt,184,3,123,2.35,2,292,2,0,1,0,0,0,1,0,0
5509980,Queens,40.70612,-73.9079,Entire home/apt,135,2,97,1.85,1,0,5,0,0,0,1,0,1,0,0
5510725,Manhattan,40.76181,-73.98756999999999,Entire home/apt,160,2,53,1.06,1,0,5,0,0,1,0,0,1,0,0
5511036,Brooklyn,40.67687,-73.96242,Entire home/apt,99,3,72,1.4,1,266,2,0,1,0,0,0,1,0,0
5511067,Brooklyn,40.68607,-73.99048,Entire home/apt,85,10,3,0.06,1,0,5,0,1,0,0,0,1,0,0
5512274,Manhattan,40.73426,-74.00525,Entire home/apt,199,1,1,0.02,1,0,5,0,0,1,0,0,1,0,0
5518629,Manhattan,40.728429999999996,-73.97872,Entire home/apt,195,2,3,0.06,1,0,5,0,0,1,0,0,1,0,0
5519207,Manhattan,40.80843,-73.93722,Private room,80,1,134,2.69,3,211,2,0,0,1,0,0,0,1,0
5521107,Brooklyn,40.67049,-73.94176999999999,Private room,69,15,21,0.43,1,360,2,0,1,0,0,0,0,1,0
5522518,Manhattan,40.73174,-74.00309,Entire home/apt,145,3,13,0.25,1,0,5,0,0,1,0,0,1,0,0
5523413,Brooklyn,40.643209999999996,-73.98294,Private room,52,3,8,0.15,2,27,1,0,1,0,0,0,0,1,0
5523654,Manhattan,40.81777,-73.95753,Entire home/apt,80,5,2,0.06,1,0,5,0,0,1,0,0,1,0,0
5523876,Manhattan,40.82056,-73.95661,Entire home/apt,300,2,9,0.18,1,0,5,0,0,1,0,0,1,0,0
5524950,Manhattan,40.85396,-73.93785,Entire home/apt,75,20,2,0.04,1,100,5,0,0,1,0,0,1,0,0
5525206,Manhattan,40.77361,-73.97908000000001,Entire home/apt,180,3,7,0.15,1,0,5,0,0,1,0,0,1,0,0
5525510,Manhattan,40.71705,-73.99668,Private room,62,6,62,1.27,1,317,2,0,0,1,0,0,0,1,0
5526210,Manhattan,40.71966,-74.00984,Entire home/apt,750,1,50,1.07,1,345,2,0,0,1,0,0,1,0,0
5533000,Brooklyn,40.69525,-73.91385,Entire home/apt,250,3,16,0.31,2,72,5,0,1,0,0,0,1,0,0
5534192,Manhattan,40.84347,-73.93406,Entire home/apt,99,1,8,0.23,1,0,5,0,0,1,0,0,1,0,0
5534660,Brooklyn,40.73066,-73.955,Entire home/apt,120,7,17,0.33,1,0,5,0,1,0,0,0,1,0,0
5534962,Manhattan,40.72092,-73.99965999999999,Entire home/apt,150,3,58,2.78,1,40,5,0,0,1,0,0,1,0,0
5536560,Manhattan,40.78257,-73.97681,Entire home/apt,150,14,6,0.12,1,0,5,0,0,1,0,0,1,0,0
5536638,Brooklyn,40.71986,-73.95619,Private room,99,2,35,0.68,3,76,1,0,1,0,0,0,0,1,0
5536824,Manhattan,40.742940000000004,-73.98499,Entire home/apt,200,30,9,0.17,4,342,2,0,0,1,0,0,1,0,0
5538720,Brooklyn,40.62506,-73.93046,Private room,59,1,75,1.46,3,322,2,0,1,0,0,0,0,1,0
5538798,Brooklyn,40.69158,-73.93823,Private room,84,2,5,0.1,1,364,2,0,1,0,0,0,0,1,0
5541897,Manhattan,40.78182,-73.98491999999999,Entire home/apt,140,30,11,0.22,34,204,2,0,0,1,0,0,1,0,0
5543210,Brooklyn,40.68255,-74.00224,Private room,90,4,8,0.16,1,0,1,0,1,0,0,0,0,1,0
5545560,Manhattan,40.790929999999996,-73.9678,Private room,250,3,33,2.31,2,38,1,0,0,1,0,0,0,1,0
5546217,Brooklyn,40.655,-73.95975,Entire home/apt,190,2,119,2.42,1,243,2,0,1,0,0,0,1,0,0
5547081,Brooklyn,40.689370000000004,-73.95097,Entire home/apt,298,3,17,0.33,1,35,5,0,1,0,0,0,1,0,0
5549530,Manhattan,40.7317,-73.98272,Private room,99,2,136,2.67,1,33,1,0,0,1,0,0,0,1,0
5550377,Manhattan,40.72681,-73.97994,Entire home/apt,250,2,12,0.26,1,0,5,0,0,1,0,0,1,0,0
5550788,Manhattan,40.757020000000004,-73.99458,Private room,95,7,2,0.14,1,335,2,0,0,1,0,0,0,1,0
5557097,Manhattan,40.84898,-73.93642,Private room,59,4,109,2.08,2,284,2,0,0,1,0,0,0,1,0
5557135,Manhattan,40.744440000000004,-73.97174,Shared room,115,1,7,0.15,1,0,1,0,0,1,0,0,0,0,1
5557536,Queens,40.70463,-73.91272,Entire home/apt,200,2,6,0.13,1,349,2,0,0,0,1,0,1,0,0
5557684,Brooklyn,40.69099,-73.91665,Private room,75,1,8,0.17,1,281,2,0,1,0,0,0,0,1,0
5558242,Brooklyn,40.66907,-73.97609,Entire home/apt,115,5,4,0.08,1,0,5,0,1,0,0,0,1,0,0
5558596,Manhattan,40.77122,-73.98135,Entire home/apt,146,3,45,0.87,1,211,2,0,0,1,0,0,1,0,0
5561355,Brooklyn,40.711929999999995,-73.95605,Private room,110,3,4,0.08,5,0,1,0,1,0,0,0,0,1,0
5562420,Brooklyn,40.71544,-73.94771,Entire home/apt,450,5,137,2.63,1,226,2,0,1,0,0,0,1,0,0
5562710,Manhattan,40.73097,-73.98178,Entire home/apt,160,1,169,3.22,4,238,3,0,0,1,0,0,1,0,0
5562962,Manhattan,40.773990000000005,-73.95101,Entire home/apt,149,2,15,0.29,1,0,5,0,0,1,0,0,1,0,0
5567220,Manhattan,40.80015,-73.94043,Entire home/apt,100,2,32,0.62,1,0,5,0,0,1,0,0,1,0,0
5567278,Manhattan,40.73296,-74.00235,Entire home/apt,220,3,118,2.26,1,180,5,0,0,1,0,0,1,0,0
5567361,Brooklyn,40.65507,-73.95824,Entire home/apt,120,1,282,5.51,1,187,3,0,1,0,0,0,1,0,0
5567401,Brooklyn,40.70893,-73.94832,Entire home/apt,99,25,24,0.46,1,0,5,0,1,0,0,0,1,0,0
5568799,Manhattan,40.81608,-73.9397,Private room,65,1,27,0.52,1,1,1,0,0,1,0,0,0,1,0
5569167,Queens,40.76272,-73.92004,Private room,50,4,1,0.02,1,0,1,0,0,0,1,0,0,1,0
5571405,Manhattan,40.76324,-73.96251,Private room,75,30,8,0.16,9,303,2,0,0,1,0,0,0,1,0
5572393,Brooklyn,40.66905,-73.88976,Private room,85,2,3,0.22,4,353,2,0,1,0,0,0,0,1,0
5578843,Brooklyn,40.65137,-74.00666,Private room,2000,40,28,0.54,2,0,5,0,1,0,0,0,0,1,0
5579147,Brooklyn,40.6642,-73.98435,Entire home/apt,149,2,1,0.02,1,0,5,0,1,0,0,0,1,0,0
5579629,Brooklyn,40.72905,-73.95755,Private room,53,2,5,0.13,1,0,1,0,1,0,0,0,0,1,0
5580236,Manhattan,40.80251,-73.96531999999999,Entire home/apt,325,3,2,0.04,1,0,5,0,0,1,0,0,1,0,0
5580648,Brooklyn,40.701240000000006,-73.92218000000001,Private room,45,2,13,0.25,1,0,1,0,1,0,0,0,0,1,0
5581272,Queens,40.59535,-73.75441,Private room,38,30,4,0.08,43,222,2,0,0,0,1,0,0,1,0
5581273,Manhattan,40.857690000000005,-73.93374,Shared room,120,3,38,0.74,1,178,1,0,0,1,0,0,0,0,1
5581442,Queens,40.59594,-73.75492,Private room,38,30,5,0.1,43,312,2,0,0,0,1,0,0,1,0
5588253,Brooklyn,40.70945,-73.95491,Private room,60,3,31,0.77,1,147,1,0,1,0,0,0,0,1,0
5588684,Brooklyn,40.73111,-73.95591999999999,Entire home/apt,190,3,16,0.4,1,0,5,0,1,0,0,0,1,0,0
5590387,Manhattan,40.72566,-73.98031999999999,Private room,125,2,16,0.37,1,18,1,0,0,1,0,0,0,1,0
5590966,Manhattan,40.82778,-73.94884,Private room,70,1,131,2.5,1,0,1,0,0,1,0,0,0,1,0
5591612,Brooklyn,40.64913,-73.96379,Entire home/apt,130,1,45,0.86,1,7,5,0,1,0,0,0,1,0,0
5593205,Brooklyn,40.69701,-73.97353000000001,Private room,45,1,1,0.02,1,0,1,0,1,0,0,0,0,1,0
5593679,Manhattan,40.78965,-73.9687,Entire home/apt,110,30,7,0.14,1,67,5,0,0,1,0,0,1,0,0
5593725,Manhattan,40.827529999999996,-73.94601999999999,Private room,60,3,18,1.17,2,0,1,0,0,1,0,0,0,1,0
5593975,Brooklyn,40.67861,-73.9453,Private room,125,14,7,0.15,1,179,1,0,1,0,0,0,0,1,0
5594865,Manhattan,40.71369,-73.98828,Private room,81,1,3,0.68,1,0,1,0,0,1,0,0,0,1,0
5598465,Queens,40.76327,-73.92456999999999,Entire home/apt,105,1,7,0.14,1,0,5,0,0,0,1,0,1,0,0
5600260,Manhattan,40.72918,-73.99882,Entire home/apt,200,7,1,0.03,1,23,5,0,0,1,0,0,1,0,0
5602200,Brooklyn,40.68417,-73.94977,Entire home/apt,75,2,9,0.2,1,0,5,0,1,0,0,0,1,0,0
5602369,Brooklyn,40.67909,-73.97315,Entire home/apt,250,5,17,0.33,1,36,5,0,1,0,0,0,1,0,0
5604005,Manhattan,40.72092,-73.99386,Entire home/apt,400,2,101,1.94,1,258,2,0,0,1,0,0,1,0,0
5604704,Brooklyn,40.67644,-73.95991,Entire home/apt,160,3,134,2.62,1,338,2,0,1,0,0,0,1,0,0
5605209,Manhattan,40.7175,-73.99264000000001,Private room,110,1,175,3.34,2,43,3,0,0,1,0,0,0,1,0
5605790,Brooklyn,40.69363,-73.91329,Entire home/apt,220,1,76,2.95,2,81,5,0,1,0,0,0,1,0,0
5605822,Brooklyn,40.68175,-73.93885999999999,Entire home/apt,135,3,148,2.86,2,134,3,0,1,0,0,0,1,0,0
5606308,Brooklyn,40.710609999999996,-73.96764,Private room,99,2,41,0.82,1,143,1,0,1,0,0,0,0,1,0
5611893,Manhattan,40.72795,-73.98539,Private room,89,4,6,0.14,1,35,1,0,0,1,0,0,0,1,0
5615835,Manhattan,40.72805,-73.98415,Private room,75,3,32,1.39,1,72,1,0,0,1,0,0,0,1,0
5616298,Manhattan,40.7747,-73.98708,Entire home/apt,2000,30,9,0.18,11,364,2,0,0,1,0,0,1,0,0
5619149,Manhattan,40.70462,-74.00986,Entire home/apt,475,2,57,1.11,2,141,5,0,0,1,0,0,1,0,0
5621141,Manhattan,40.74406,-73.99551,Entire home/apt,230,4,41,0.8,1,236,2,0,0,1,0,0,1,0,0
5624616,Manhattan,40.78913,-73.97021,Private room,125,2,7,0.14,1,248,2,0,0,1,0,0,0,1,0
5624807,Brooklyn,40.67051,-73.95851,Entire home/apt,180,2,2,0.07,1,0,5,0,1,0,0,0,1,0,0
5625386,Brooklyn,40.65305,-73.95818,Entire home/apt,80,5,1,0.02,1,0,5,0,1,0,0,0,1,0,0
5626601,Manhattan,40.82855,-73.94745,Private room,55,1,7,0.18,1,0,1,0,0,1,0,0,0,1,0
5627418,Brooklyn,40.68153,-73.93825,Entire home/apt,135,3,140,2.75,2,197,3,0,1,0,0,0,1,0,0
5627944,Manhattan,40.7555,-73.96826,Entire home/apt,182,4,56,1.08,2,148,5,0,0,1,0,0,1,0,0
5628539,Manhattan,40.74197,-73.98373000000001,Entire home/apt,209,30,14,0.28,4,0,5,0,0,1,0,0,1,0,0
5629953,Manhattan,40.82955,-73.9477,Private room,78,7,26,0.71,1,0,1,0,0,1,0,0,0,1,0
5632551,Brooklyn,40.70406,-73.91811,Private room,48,30,3,0.06,43,224,2,0,1,0,0,0,0,1,0
5636395,Brooklyn,40.70021,-73.9447,Private room,81,4,165,3.26,1,15,1,0,1,0,0,0,0,1,0
5638270,Manhattan,40.71286,-73.98849,Shared room,80,2,12,0.24,2,89,1,0,0,1,0,0,0,0,1
5638917,Brooklyn,40.727509999999995,-73.94078,Entire home/apt,129,30,5,0.1,52,342,2,0,1,0,0,0,1,0,0
5640394,Brooklyn,40.7001,-73.93602,Entire home/apt,100,3,28,0.54,1,0,5,0,1,0,0,0,1,0,0
5641644,Brooklyn,40.67413,-73.95916,Private room,35,3,54,1.18,2,0,1,0,1,0,0,0,0,1,0
5641857,Manhattan,40.8215,-73.95006,Entire home/apt,100,2,243,4.65,2,250,3,0,0,1,0,0,1,0,0
5642982,Manhattan,40.83481,-73.94317,Private room,82,2,11,0.32,3,364,2,0,0,1,0,0,0,1,0
5647213,Brooklyn,40.68294,-73.92671999999999,Entire home/apt,128,4,44,1.98,1,88,5,0,1,0,0,0,1,0,0
5647416,Manhattan,40.76923,-73.95034,Entire home/apt,159,30,14,0.3,1,265,2,0,0,1,0,0,1,0,0
5649163,Brooklyn,40.68373,-73.95016,Entire home/apt,101,7,4,0.11,1,365,2,0,1,0,0,0,1,0,0
5649580,Manhattan,40.77618,-73.95626999999999,Private room,195,5,56,1.1,4,145,1,0,0,1,0,0,0,1,0
5649623,Manhattan,40.77306,-73.98637,Entire home/apt,2000,30,9,0.17,11,364,2,0,0,1,0,0,1,0,0
5651523,Manhattan,40.79331,-73.9408,Entire home/apt,160,2,57,1.11,1,129,5,0,0,1,0,0,1,0,0
5651944,Manhattan,40.77789,-73.95730999999999,Private room,195,5,62,1.2,4,84,1,0,0,1,0,0,0,1,0
5652403,Brooklyn,40.695609999999995,-73.93603,Private room,475,3,1,0.02,1,0,1,0,1,0,0,0,0,1,0
5652542,Manhattan,40.85991,-73.93193000000001,Entire home/apt,122,3,34,0.68,1,0,5,0,0,1,0,0,1,0,0
5652946,Brooklyn,40.657579999999996,-73.95866,Private room,45,14,6,0.12,2,0,1,0,1,0,0,0,0,1,0
5656458,Brooklyn,40.685340000000004,-73.99471,Entire home/apt,235,5,10,0.21,1,0,5,0,1,0,0,0,1,0,0
5656639,Manhattan,40.78974,-73.97018,Entire home/apt,275,7,15,0.29,2,45,5,0,0,1,0,0,1,0,0
5659180,Brooklyn,40.65044,-73.96327,Entire home/apt,99,2,35,0.76,2,15,5,0,1,0,0,0,1,0,0
5659417,Manhattan,40.72866,-73.9806,Entire home/apt,125,3,51,1.06,1,67,5,0,0,1,0,0,1,0,0
5659666,Brooklyn,40.68309,-73.92909,Entire home/apt,125,3,64,1.26,1,132,5,0,1,0,0,0,1,0,0
5661080,Manhattan,40.74924,-73.99784,Entire home/apt,165,3,58,1.72,1,138,5,0,0,1,0,0,1,0,0
5661276,Manhattan,40.765609999999995,-73.99439,Entire home/apt,129,1,178,3.43,1,272,3,0,0,1,0,0,1,0,0
5661603,Brooklyn,40.67812,-73.97353000000001,Entire home/apt,150,6,1,0.09,1,209,2,0,1,0,0,0,1,0,0
5663222,Manhattan,40.80663,-73.94991,Private room,90,1,151,4.42,1,129,3,0,0,1,0,0,0,1,0
5670038,Manhattan,40.724000000000004,-73.98905,Private room,175,3,85,1.65,1,0,1,0,0,1,0,0,0,1,0
5670672,Brooklyn,40.68699,-73.96049000000001,Entire home/apt,188,3,146,2.93,2,135,3,0,1,0,0,0,1,0,0
5671103,Queens,40.76632,-73.91873000000001,Private room,80,3,11,0.21,1,0,1,0,0,0,1,0,0,1,0
5671922,Queens,40.7073,-73.91775,Entire home/apt,160,7,3,0.06,2,15,5,0,0,0,1,0,1,0,0
5672288,Brooklyn,40.7095,-73.94933,Entire home/apt,100,3,1,0.02,1,0,5,0,1,0,0,0,1,0,0
5672615,Brooklyn,40.675309999999996,-73.94967,Private room,50,4,15,0.32,1,324,2,0,1,0,0,0,0,1,0
5672704,Manhattan,40.761959999999995,-73.99194,Private room,70,3,3,0.07,1,0,1,0,0,1,0,0,0,1,0
5678143,Brooklyn,40.6918,-73.9729,Entire home/apt,130,7,83,1.59,1,67,5,0,1,0,0,0,1,0,0
5679557,Brooklyn,40.67731,-73.97475,Entire home/apt,180,3,21,0.4,1,125,5,0,1,0,0,0,1,0,0
5679938,Manhattan,40.70909,-74.00579,Entire home/apt,150,90,3,0.06,1,86,5,0,0,1,0,0,1,0,0
5681611,Queens,40.74595,-73.88691,Private room,69,1,20,0.57,5,65,1,0,0,0,1,0,0,1,0
5681742,Manhattan,40.81645,-73.94483000000001,Private room,62,5,47,0.9,1,89,1,0,0,1,0,0,0,1,0
5681745,Brooklyn,40.73125,-73.95905,Entire home/apt,150,2,8,0.16,1,0,5,0,1,0,0,0,1,0,0
5684147,Brooklyn,40.6589,-73.95969000000001,Entire home/apt,118,5,1,0.02,1,0,5,0,1,0,0,0,1,0,0
5684940,Manhattan,40.72322,-73.98283,Entire home/apt,195,12,10,0.2,1,64,5,0,0,1,0,0,1,0,0
5690007,Manhattan,40.85494,-73.93179,Private room,75,1,155,4.42,1,314,3,0,0,1,0,0,0,1,0
5691347,Brooklyn,40.68319,-73.96766,Entire home/apt,135,14,20,0.46,1,41,5,0,1,0,0,0,1,0,0
5691755,Manhattan,40.733979999999995,-74.00369,Entire home/apt,450,2,3,0.08,1,260,2,0,0,1,0,0,1,0,0
5692492,Manhattan,40.83891,-73.93758000000001,Private room,45,1,10,0.19,1,0,1,0,0,1,0,0,0,1,0
5692807,Manhattan,40.74405,-73.99915,Entire home/apt,250,3,164,3.21,1,71,5,0,0,1,0,0,1,0,0
5693978,Manhattan,40.77937,-73.97805,Entire home/apt,120,1,1,0.02,1,0,5,0,0,1,0,0,1,0,0
5694862,Brooklyn,40.68202,-73.98151,Private room,125,2,40,0.77,1,295,2,0,1,0,0,0,0,1,0
5695055,Manhattan,40.7711,-73.95626999999999,Entire home/apt,118,30,4,0.08,29,283,2,0,0,1,0,0,1,0,0
5695523,Brooklyn,40.68421,-73.92608,Entire home/apt,100,2,107,2.23,1,41,5,0,1,0,0,0,1,0,0
5695566,Brooklyn,40.6792,-73.95358,Private room,40,10,2,0.04,1,0,1,0,1,0,0,0,0,1,0
5697062,Manhattan,40.7091,-74.01286,Entire home/apt,225,1,3,0.07,1,0,5,0,0,1,0,0,1,0,0
5697237,Manhattan,40.766459999999995,-73.98805,Entire home/apt,185,30,6,0.2,39,281,2,0,0,1,0,0,1,0,0
5697517,Manhattan,40.74033,-74.00872,Private room,225,1,17,0.34,1,365,2,0,0,1,0,0,0,1,0
5697556,Brooklyn,40.71212,-73.94965,Entire home/apt,155,4,58,1.21,3,3,5,0,1,0,0,0,1,0,0
5699348,Manhattan,40.78301,-73.95085,Entire home/apt,165,1,166,3.3,1,210,3,0,0,1,0,0,1,0,0
5705775,Brooklyn,40.68897,-73.98634,Entire home/apt,165,30,3,0.06,21,339,2,0,1,0,0,0,1,0,0
5706202,Brooklyn,40.72573,-73.94071,Entire home/apt,149,30,1,0.05,52,357,2,0,1,0,0,0,1,0,0
5706280,Manhattan,40.77276,-73.95557,Entire home/apt,142,30,3,0.1,29,315,2,0,0,1,0,0,1,0,0
5707711,Queens,40.718109999999996,-73.83368,Private room,59,4,138,2.69,1,35,1,0,0,0,1,0,0,1,0
5707888,Manhattan,40.80403,-73.95615,Entire home/apt,200,2,6,0.12,1,0,5,0,0,1,0,0,1,0,0
5708360,Brooklyn,40.67758,-73.96452,Entire home/apt,125,7,1,0.03,1,0,5,0,1,0,0,0,1,0,0
5715049,Brooklyn,40.66568,-73.9774,Entire home/apt,181,2,238,4.57,1,302,3,0,1,0,0,0,1,0,0
5717355,Brooklyn,40.703140000000005,-73.93656,Private room,90,2,3,1.73,1,18,1,0,1,0,0,0,0,1,0
5717674,Brooklyn,40.63694,-73.97487,Private room,70,3,8,0.17,1,0,1,0,1,0,0,0,0,1,0
5718494,Manhattan,40.72019,-73.99297,Entire home/apt,150,2,3,0.13,1,0,5,0,0,1,0,0,1,0,0
5718935,Manhattan,40.79589,-73.96186999999999,Entire home/apt,225,3,13,0.25,1,0,5,0,0,1,0,0,1,0,0
5719742,Manhattan,40.77737,-73.98355,Entire home/apt,240,7,8,0.16,1,38,5,0,0,1,0,0,1,0,0
5720133,Brooklyn,40.66012,-73.96078,Entire home/apt,98,5,11,0.24,1,0,5,0,1,0,0,0,1,0,0
5720569,Manhattan,40.8558,-73.93025,Entire home/apt,100,5,15,0.29,1,30,5,0,0,1,0,0,1,0,0
5720988,Manhattan,40.73271,-74.00545,Entire home/apt,200,2,8,0.19,1,0,5,0,0,1,0,0,1,0,0
5725154,Brooklyn,40.68927,-73.98423000000001,Entire home/apt,150,1,2,0.04,1,0,5,0,1,0,0,0,1,0,0
5726773,Brooklyn,40.67219,-73.95461,Private room,129,30,18,0.36,3,339,2,0,1,0,0,0,0,1,0
5727093,Brooklyn,40.705059999999996,-73.93200999999999,Private room,65,7,1,0.02,1,0,1,0,1,0,0,0,0,1,0
5727850,Manhattan,40.70854,-73.99991999999999,Private room,70,7,12,0.28,1,318,2,0,0,1,0,0,0,1,0
5728014,Manhattan,40.77655,-73.98074,Entire home/apt,200,3,9,0.19,1,0,5,0,0,1,0,0,1,0,0
5728500,Queens,40.778420000000004,-73.90994,Private room,58,1,34,0.66,2,129,1,0,0,0,1,0,0,1,0
5728502,Brooklyn,40.70835,-73.95226,Entire home/apt,180,4,67,1.32,1,304,2,0,1,0,0,0,1,0,0
5728806,Manhattan,40.72217,-73.99481,Private room,120,7,3,0.06,3,0,1,0,0,1,0,0,0,1,0
5729118,Manhattan,40.77556,-73.98416,Entire home/apt,244,4,38,0.74,1,222,2,0,0,1,0,0,1,0,0
5729222,Brooklyn,40.64295,-73.95276,Private room,40,3,20,0.38,1,131,1,0,1,0,0,0,0,1,0
5735314,Brooklyn,40.72102,-73.94382,Entire home/apt,135,2,249,4.84,2,248,3,0,1,0,0,0,1,0,0
5736059,Brooklyn,40.6801,-73.90975999999999,Private room,65,1,24,0.47,2,80,1,0,1,0,0,0,0,1,0
5736925,Brooklyn,40.66812,-73.98303,Entire home/apt,140,2,232,4.46,1,326,3,0,1,0,0,0,1,0,0
5737759,Brooklyn,40.7254,-73.94051,Entire home/apt,129,30,1,0.12,52,311,2,0,1,0,0,0,1,0,0
5738785,Queens,40.7583,-73.87679,Entire home/apt,112,2,3,0.35,1,338,2,0,0,0,1,0,1,0,0
5739031,Brooklyn,40.679590000000005,-73.98713000000001,Private room,80,2,48,0.93,1,0,1,0,1,0,0,0,0,1,0
5742615,Manhattan,40.714909999999996,-73.99181999999999,Entire home/apt,149,7,6,0.12,1,241,2,0,0,1,0,0,1,0,0
5742795,Manhattan,40.75437,-73.99334,Private room,99,4,2,0.04,1,0,1,0,0,1,0,0,0,1,0
5743959,Manhattan,40.821709999999996,-73.95515,Private room,50,1,6,0.12,1,0,1,0,0,1,0,0,0,1,0
5746781,Brooklyn,40.69226,-73.92286,Entire home/apt,190,2,34,0.69,1,341,2,0,1,0,0,0,1,0,0
5748301,Queens,40.727990000000005,-73.85543,Private room,70,2,175,3.45,2,349,2,0,0,0,1,0,0,1,0
5749147,Bronx,40.84061,-73.88858,Private room,30,3,11,0.45,3,0,1,1,0,0,0,0,0,1,0
5749382,Manhattan,40.79733,-73.9363,Private room,96,21,14,1.38,1,3,1,0,0,1,0,0,0,1,0
5756464,Manhattan,40.7729,-73.95586999999999,Entire home/apt,118,30,3,0.11,29,204,2,0,0,1,0,0,1,0,0
5756476,Manhattan,40.73894,-73.98049,Entire home/apt,150,2,21,0.4,1,191,5,0,0,1,0,0,1,0,0
5757333,Manhattan,40.820029999999996,-73.95745,Entire home/apt,350,1,4,0.08,2,365,2,0,0,1,0,0,1,0,0
5758234,Brooklyn,40.6878,-73.91452,Entire home/apt,225,3,82,1.58,3,255,2,0,1,0,0,0,1,0,0
5760510,Manhattan,40.72292,-73.99242,Entire home/apt,110,30,17,0.34,9,276,2,0,0,1,0,0,1,0,0
5760776,Manhattan,40.723859999999995,-74.00461999999999,Entire home/apt,245,4,8,0.16,1,52,5,0,0,1,0,0,1,0,0
5761032,Manhattan,40.81732,-73.94757,Private room,65,2,58,1.12,1,24,1,0,0,1,0,0,0,1,0
5762947,Queens,40.745129999999996,-73.83139,Private room,60,1,100,1.93,8,76,1,0,0,0,1,0,0,1,0
5763191,Manhattan,40.7726,-73.97928,Shared room,68,3,105,2.09,1,302,1,0,0,1,0,0,0,0,1
5766895,Brooklyn,40.69174,-73.96871999999999,Entire home/apt,195,3,6,0.12,1,0,5,0,1,0,0,0,1,0,0
5770283,Brooklyn,40.715,-73.95018,Entire home/apt,80,10,3,0.06,1,0,5,0,1,0,0,0,1,0,0
5770483,Manhattan,40.76525,-73.98953,Entire home/apt,195,5,55,1.09,1,34,5,0,0,1,0,0,1,0,0
5771361,Manhattan,40.72915,-73.98866,Entire home/apt,275,1,1,0.02,1,0,5,0,0,1,0,0,1,0,0
5771366,Staten Island,40.62105,-74.08723,Private room,49,2,151,3.06,2,277,2,0,0,0,0,1,0,1,0
5771655,Brooklyn,40.64455,-73.98298,Private room,30,21,1,0.02,2,1,1,0,1,0,0,0,0,1,0
